EmployeeNumber,Business_UNIT,Gender,JobLevel,JobRole,Department,Age,Hire_Year,Attrition_YEAR,Attrition,Year Last Promoted,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,PerformanceRating,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Year Last Promoted_ORIG,YearsWithCurrManager
721,BU3,Female,2,Senior Associate,Research & Development,39,1998,,No,2008,4553,80,408,20978,11,3,Travel_Rarely,2,4,Technical Degree,1,4,2,3,Single,1,Y,No,1,80,0,20,4,3,20,7,11,2008,10
722,BU3,Male,2,Sales Executive,Sales,32,2008,,No,,5396,55,929,21703,12,3,Travel_Rarely,10,3,Marketing,1,4,3,4,Single,1,Y,No,4,80,0,10,2,2,10,7,0,,8
723,BU3,Male,2,Sales Executive,Sales,50,2014,2016,Yes,2018,6796,50,562,23452,14,3,Travel_Frequently,8,2,Technical Degree,1,2,3,3,Married,3,Y,Yes,1,80,1,18,4,3,4,3,1,2005,3
724,BU3,Female,2,Senior Associate,Research & Development,38,2009,,No,2018,7625,33,827,19383,13,3,Travel_Rarely,1,4,Life Sciences,1,2,4,4,Single,0,Y,No,3,80,0,10,4,2,9,7,1,2006,8
725,BU3,Female,3,Associate Director,Research & Development,27,2009,,No,,7412,68,608,6009,11,3,Travel_Rarely,1,2,Life Sciences,1,3,3,1,Married,1,Y,No,4,80,0,9,3,3,9,7,0,,7
727,BU3,Female,3,Director,Research & Development,32,2011,,No,2012,11159,39,1018,19373,15,3,Travel_Rarely,3,2,Life Sciences,1,3,3,4,Single,3,Y,No,4,80,0,10,6,3,7,7,7,2004,7
728,BU3,Male,2,Sales Executive,Sales,47,2011,,No,2018,4960,42,703,11825,12,3,Travel_Rarely,14,4,Marketing,1,4,3,1,Single,2,Y,No,4,80,0,20,2,3,7,7,1,2007,7
729,BU3,Male,3,Sales Executive,Sales,40,2000,,No,2018,10475,48,580,23772,21,4,Travel_Frequently,5,4,Life Sciences,1,4,2,1,Married,5,Y,Yes,3,80,1,20,2,3,18,13,1,1998,12
730,BU3,Male,4,Director,Research & Development,53,2013,,No,2018,14814,59,970,13514,19,3,Travel_Rarely,7,3,Life Sciences,1,3,4,3,Married,3,Y,No,3,80,0,32,3,3,5,1,1,2000,3
731,BU3,Male,5,Manager,Human Resources,41,1997,,No,2007,19141,73,427,8861,15,3,Travel_Rarely,10,4,Human Resources,1,2,2,4,Divorced,3,Y,No,2,80,3,23,2,2,21,6,12,2004,6
732,BU3,Male,2,Sales Executive,Sales,60,2016,,No,2017,5405,84,1179,11924,14,3,Travel_Rarely,16,4,Marketing,1,1,3,1,Single,8,Y,No,4,80,0,10,1,3,2,2,2,2005,2
733,BU3,Male,3,Associate Director,Research & Development,27,2009,,No,2018,8793,32,294,4809,21,4,Travel_Frequently,10,2,Life Sciences,1,4,3,1,Divorced,1,Y,No,3,80,2,9,4,2,9,7,1,1998,7
734,BU3,Male,5,Manager,Human Resources,41,1996,,No,2017,19189,59,314,19562,12,3,Travel_Rarely,1,3,Human Resources,1,4,2,3,Married,1,Y,No,2,80,1,22,3,3,22,7,2,2007,10
738,BU3,Male,1,Sales Representative,Sales,50,2016,,No,2017,3875,54,316,9983,15,3,Travel_Rarely,8,4,Marketing,1,4,3,2,Married,7,Y,No,4,80,1,4,2,3,2,2,2,2004,2
741,BU3,Female,1,Data Scientist,Research & Development,28,2011,2015,Yes,2016,2216,67,654,3872,13,3,Travel_Rarely,1,2,Life Sciences,1,1,1,2,Single,7,Y,Yes,4,80,0,10,4,3,7,7,3,2006,7
742,BU3,Female,3,Director,Research & Development,36,2010,,No,,11713,63,427,20335,14,3,Non-Travel,8,3,Life Sciences,1,1,4,1,Married,9,Y,No,1,80,1,10,2,3,8,7,0,,5
743,BU3,Female,3,Associate Director,Research & Development,38,2017,,No,,7861,81,168,15397,14,3,Travel_Rarely,1,3,Life Sciences,1,3,3,3,Single,4,Y,Yes,4,80,0,10,4,4,1,0,0,,0
744,BU3,Male,1,Associate,Research & Development,44,2013,,No,2018,3708,49,381,2104,14,3,Non-Travel,24,3,Medical,1,1,1,3,Single,2,Y,No,3,80,0,9,5,3,5,2,1,2005,4
746,BU3,Female,4,Sales Executive,Sales,47,1996,,No,2008,13770,49,217,10225,12,3,Travel_Frequently,3,3,Medical,1,4,3,3,Divorced,9,Y,Yes,4,80,2,28,2,2,22,2,11,2007,13
747,BU3,Male,2,Sales Executive,Sales,30,2010,,No,2012,5304,99,501,25275,23,4,Travel_Rarely,27,5,Marketing,1,3,3,4,Divorced,7,Y,No,4,80,1,10,2,2,8,7,7,1996,7
749,BU3,Male,1,Sales Representative,Sales,29,2017,,No,,2642,99,1396,2755,11,3,Travel_Rarely,10,3,Life Sciences,1,3,3,3,Single,1,Y,No,3,80,0,1,6,3,1,0,0,,0
752,BU3,Male,1,Data Scientist,Research & Development,42,2016,2018,Yes,2017,2759,57,933,20366,12,3,Travel_Frequently,19,3,Medical,1,3,4,3,Divorced,6,Y,Yes,4,80,0,7,2,3,2,2,2,2007,2
754,BU3,Male,2,Sales Executive,Sales,43,2016,,No,2017,6804,47,775,23683,18,3,Travel_Frequently,15,3,Life Sciences,1,4,2,4,Married,3,Y,No,3,80,1,7,5,3,2,2,2,2001,2
757,BU3,Female,2,Senior Associate,Research & Development,34,2013,,No,2015,6142,96,970,7360,11,3,Travel_Rarely,8,2,Medical,1,2,3,3,Single,3,Y,No,4,80,0,10,2,3,5,1,4,2008,3
758,BU3,Male,1,Associate,Research & Development,23,2014,,No,,2500,37,650,4344,14,3,Travel_Rarely,9,1,Medical,1,2,3,1,Married,1,Y,No,4,80,1,5,2,4,4,3,0,,2
760,BU3,Female,2,Human Resources,Human Resources,39,2010,,No,2016,6389,44,141,18767,15,3,Travel_Rarely,3,3,Human Resources,1,3,4,2,Married,9,Y,No,3,80,1,12,3,1,8,3,3,2004,6
762,BU3,Male,4,Senior Associate,Research & Development,56,2008,,No,2018,11103,81,832,20420,11,3,Travel_Rarely,9,3,Medical,1,3,3,4,Married,7,Y,No,3,80,0,30,1,2,10,7,1,2008,1
763,BU3,Female,1,Data Scientist,Research & Development,40,2014,,No,2017,2342,86,804,22929,20,4,Travel_Rarely,2,1,Medical,1,4,2,4,Single,0,Y,Yes,4,80,0,5,2,2,4,2,2,1999,3
764,BU3,Female,2,Senior Associate,Research & Development,27,2011,,No,,6811,55,975,23398,19,3,Travel_Rarely,7,3,Medical,1,4,2,1,Single,8,Y,No,1,80,0,9,2,1,7,6,0,,7
766,BU3,Male,1,Sales Representative,Sales,29,2016,,No,2017,2297,83,1090,17967,14,3,Travel_Rarely,10,3,Marketing,1,4,3,2,Divorced,1,Y,No,4,80,2,2,2,3,2,2,2,2005,2
769,BU3,Male,2,Associate,Research & Development,53,2016,,No,2017,2450,86,346,10919,17,3,Travel_Rarely,6,3,Life Sciences,1,4,3,4,Single,2,Y,No,4,80,0,19,4,3,2,2,2,2002,2
771,BU3,Female,2,Senior Associate,Research & Development,35,2017,,No,,5093,61,1225,4761,11,3,Non-Travel,2,4,Life Sciences,1,4,3,1,Divorced,2,Y,No,1,80,1,16,2,4,1,0,0,,0
772,BU3,Male,2,Associate,Research & Development,32,2008,,No,2015,5309,80,430,21146,15,3,Travel_Frequently,24,4,Life Sciences,1,1,3,4,Married,1,Y,No,4,80,2,10,2,3,10,8,4,2004,7
773,BU3,Male,1,Data Scientist,Research & Development,38,2017,,No,,3057,92,268,20471,13,3,Travel_Rarely,2,5,Medical,1,4,3,3,Married,6,Y,Yes,2,80,1,6,0,1,1,0,0,,1
775,BU3,Female,2,Associate Director,Research & Development,34,2018,,No,,5121,32,167,4187,14,3,Travel_Rarely,8,5,Life Sciences,1,2,3,1,Divorced,3,Y,No,3,80,1,7,3,3,0,0,0,,0
776,BU3,Male,4,Manager,Sales,52,1984,,No,2018,16856,31,621,10084,11,3,Travel_Rarely,3,4,Marketing,1,3,2,1,Married,1,Y,No,1,80,0,34,3,4,34,6,1,2008,16
780,BU3,Male,1,Data Scientist,Research & Development,33,2008,2017,Yes,2012,2686,63,527,5207,13,3,Travel_Rarely,1,4,Other,1,4,3,4,Single,1,Y,Yes,3,80,0,10,2,2,10,9,7,2006,8
781,BU3,Female,2,Sales Executive,Sales,25,2012,,No,2018,6180,32,883,22807,23,4,Travel_Rarely,26,1,Medical,1,3,3,4,Single,1,Y,No,2,80,0,6,5,2,6,5,1,1996,4
783,BU3,Male,2,Sales Representative,Sales,45,2010,,No,2016,6632,46,954,12388,13,3,Travel_Rarely,2,2,Technical Degree,1,2,1,3,Single,0,Y,No,1,80,0,9,3,3,8,7,3,2006,1
784,BU3,Male,1,Data Scientist,Research & Development,23,2016,,No,,3505,79,310,19630,18,3,Travel_Rarely,10,1,Medical,1,1,4,3,Single,1,Y,No,4,80,0,2,3,3,2,2,0,,2
785,BU3,Female,2,Sales Executive,Sales,47,2013,2016,Yes,2018,6397,77,719,10339,12,3,Travel_Frequently,27,2,Life Sciences,1,2,4,3,Single,4,Y,Yes,4,80,0,8,2,3,5,4,1,2007,3
786,BU3,Male,2,Sales Executive,Sales,34,2012,,No,2018,6274,60,304,18686,22,4,Travel_Rarely,2,3,Other,1,4,3,4,Single,1,Y,No,3,80,0,6,5,3,6,5,1,1997,4
787,BU3,Male,5,Manager,Research & Development,55,2013,2015,Yes,2018,19859,78,725,21199,13,3,Travel_Rarely,2,3,Medical,1,4,3,1,Married,5,Y,Yes,4,80,1,24,2,3,5,2,1,2006,4
789,BU3,Male,3,Sales Executive,Sales,36,2008,,No,,7587,76,1434,14229,15,3,Non-Travel,8,4,Life Sciences,1,1,2,1,Single,1,Y,No,2,80,0,10,1,3,10,7,0,,9
791,BU3,Male,1,Data Scientist,Research & Development,52,2014,,No,2018,4258,41,715,26589,18,3,Non-Travel,19,4,Medical,1,4,3,4,Married,0,Y,No,1,80,1,5,3,3,4,3,1,2001,2
792,BU3,Female,1,Associate,Research & Development,26,2016,,No,2017,4364,71,575,5288,14,3,Travel_Frequently,1,2,Life Sciences,1,1,1,4,Divorced,3,Y,No,1,80,1,5,2,3,2,2,2,2005,0
793,BU3,Female,2,Senior Associate,Research & Development,29,2010,,No,2018,4335,66,657,25549,12,3,Travel_Rarely,27,3,Medical,1,2,3,3,Married,4,Y,No,1,80,1,11,3,2,8,7,1,2007,1
796,BU3,Male,2,Sales Executive,Sales,26,2014,2018,Yes,2018,5326,38,1146,3064,17,3,Travel_Rarely,8,3,Technical Degree,1,4,2,1,Single,6,Y,No,3,80,0,6,2,2,4,3,1,2002,2
797,BU3,Female,1,Data Scientist,Research & Development,34,2014,,No,2018,3280,72,182,13551,16,3,Travel_Rarely,1,4,Life Sciences,1,2,4,4,Single,2,Y,No,3,80,0,10,2,3,4,2,1,2003,3
799,BU3,Female,2,Associate Director,Research & Development,54,2013,,No,2018,5485,95,376,22670,11,3,Travel_Rarely,19,4,Medical,1,4,3,1,Divorced,9,Y,Yes,2,80,2,9,4,3,5,3,1,2008,4
800,BU3,Male,2,Sales Executive,Sales,27,2014,,No,2018,4342,84,829,24008,19,3,Travel_Frequently,8,1,Marketing,1,3,3,4,Married,0,Y,No,2,80,1,5,3,3,4,2,1,2000,1
802,BU3,Female,1,Data Scientist,Research & Development,37,2013,,No,2015,2782,82,571,19905,13,3,Travel_Rarely,10,1,Life Sciences,1,4,3,1,Divorced,0,Y,Yes,2,80,2,6,3,2,5,3,4,2006,3
803,BU3,Female,2,Associate Director,Research & Development,38,2003,,No,2015,5980,75,240,26085,12,3,Travel_Frequently,2,4,Life Sciences,1,1,4,1,Single,6,Y,Yes,4,80,0,17,2,3,15,7,4,2007,12
804,BU3,Female,1,Data Scientist,Research & Development,34,2012,,No,2018,4381,86,121,7530,11,3,Travel_Rarely,2,4,Medical,1,3,2,1,Single,1,Y,No,3,80,0,6,3,3,6,5,1,2008,3
805,BU3,Female,1,Sales Representative,Sales,35,2015,,No,,2572,72,384,20317,16,3,Travel_Rarely,8,4,Life Sciences,1,1,3,4,Married,1,Y,No,2,80,1,3,1,2,3,2,0,,2
806,BU3,Male,1,Associate,Research & Development,30,2016,,No,,3833,38,921,24375,21,4,Travel_Rarely,1,3,Life Sciences,1,4,1,3,Married,3,Y,No,3,80,2,7,2,3,2,2,0,,2
807,BU3,Female,2,Senior Associate,Research & Development,40,2010,,No,2016,4244,38,791,9931,24,4,Travel_Frequently,2,2,Medical,1,3,4,2,Married,1,Y,No,4,80,1,8,2,3,8,7,3,1995,7
808,BU3,Female,2,Sales Executive,Sales,34,2015,,No,2018,6500,93,1111,13305,17,3,Travel_Rarely,8,2,Life Sciences,1,3,3,1,Married,5,Y,No,2,80,1,6,1,3,3,2,1,2002,2
809,BU3,Male,5,Manager,Research & Development,42,1994,,No,2005,18430,66,570,16225,13,3,Travel_Frequently,8,3,Life Sciences,1,2,3,4,Divorced,1,Y,No,2,80,1,24,4,2,24,7,14,2006,9
811,BU3,Male,1,Associate,Research & Development,23,2018,2017,Yes,,1601,63,1243,3445,21,4,Travel_Rarely,6,3,Life Sciences,1,3,4,1,Married,1,Y,Yes,3,80,2,1,2,3,0,0,0,,0
812,BU3,Male,1,Associate,Research & Development,24,2017,,No,,2694,60,1092,26551,11,3,Non-Travel,9,3,Life Sciences,1,3,2,2,Divorced,1,Y,No,3,80,3,1,4,3,1,0,0,,0
813,BU3,Female,2,Associate,Research & Development,52,2013,,No,2018,3149,82,1325,21821,20,4,Travel_Rarely,11,4,Life Sciences,1,4,3,3,Married,8,Y,No,2,80,1,9,3,3,5,2,1,1999,4
815,BU3,Male,4,Director,Research & Development,50,2014,,No,,17639,64,691,6881,16,3,Travel_Rarely,2,3,Medical,1,3,3,3,Married,5,Y,No,4,80,0,30,3,3,4,3,0,,3
816,BU3,Female,1,Associate,Research & Development,29,2017,2016,Yes,,2319,36,805,6689,11,3,Travel_Rarely,1,2,Life Sciences,1,2,2,1,Married,1,Y,Yes,4,80,1,1,1,3,1,0,0,,0
817,BU3,Male,3,Director,Research & Development,33,2005,,No,2016,11691,49,213,25995,11,3,Travel_Rarely,7,3,Medical,1,3,3,3,Married,0,Y,No,4,80,0,14,3,4,13,9,3,2008,7
819,BU3,Female,2,Sales Executive,Sales,33,2015,2015,Yes,,5324,69,118,26507,15,3,Travel_Rarely,16,3,Marketing,1,1,3,1,Single,5,Y,No,3,80,0,6,3,3,3,2,0,,2
820,BU3,Female,4,Manager,Research & Development,47,1992,,No,2016,16752,33,202,12982,11,3,Travel_Rarely,2,2,Other,1,3,3,4,Married,1,Y,Yes,3,80,1,26,3,2,26,14,3,2008,0
823,BU3,Female,2,Associate Director,Research & Development,36,2009,,No,,5228,35,676,23361,15,3,Travel_Rarely,1,3,Other,1,3,3,2,Married,0,Y,No,1,80,1,10,2,3,9,7,0,,5
824,BU3,Male,1,Data Scientist,Research & Development,29,2008,,No,,2700,81,1252,23779,24,4,Travel_Rarely,23,2,Life Sciences,1,3,4,3,Married,1,Y,No,3,80,1,10,3,3,10,7,0,,7
825,BU3,Male,5,Director,Research & Development,58,1987,2018,Yes,2006,19246,31,286,25761,12,3,Travel_Rarely,2,4,Life Sciences,1,4,3,2,Single,7,Y,Yes,4,80,0,40,2,3,31,15,13,2007,8
826,BU3,Female,1,Data Scientist,Research & Development,35,2016,,No,2017,2506,40,1258,13301,13,3,Travel_Rarely,1,4,Life Sciences,1,4,4,3,Single,3,Y,No,3,80,0,7,0,3,2,2,2,2006,2
827,BU3,Female,2,Associate Director,Research & Development,42,2014,,No,,6062,43,932,4051,13,3,Travel_Rarely,1,2,Life Sciences,1,4,2,4,Married,9,Y,Yes,4,80,1,8,4,3,4,3,0,,2
828,BU3,Male,1,Data Scientist,Research & Development,28,2016,2017,Yes,2017,4382,46,890,16374,17,3,Travel_Rarely,2,4,Medical,1,3,3,3,Single,6,Y,No,4,80,0,5,3,2,2,2,2,2002,1
829,BU4,Male,1,Human Resources,Human Resources,36,2013,,No,,2143,36,1041,25527,13,3,Travel_Rarely,13,3,Human Resources,1,3,3,2,Married,4,Y,No,2,80,1,8,2,3,5,2,0,,4
830,BU4,Female,2,Associate Director,Research & Development,32,2004,,No,2013,6162,98,859,19124,12,3,Travel_Rarely,4,3,Life Sciences,1,3,2,3,Married,1,Y,No,3,80,1,14,3,3,14,13,6,2007,8
832,BU4,Male,2,Associate,Research & Development,40,2017,,No,,5094,51,720,11983,14,3,Travel_Frequently,16,4,Medical,1,1,2,3,Single,6,Y,No,4,80,0,10,6,3,1,0,0,,0
833,BU4,Female,2,Associate Director,Research & Development,30,2018,,No,,6877,52,946,20234,24,4,Travel_Rarely,2,3,Medical,1,3,2,4,Single,5,Y,Yes,2,80,0,12,4,2,0,0,0,,0
834,BU4,Female,1,Data Scientist,Research & Development,45,2017,,No,,2274,95,252,6153,14,3,Travel_Rarely,2,3,Life Sciences,1,2,2,3,Single,1,Y,No,4,80,0,1,3,3,1,0,0,,0
836,BU4,Male,2,Associate Director,Research & Development,42,2009,,No,2012,4434,98,933,11806,13,3,Travel_Rarely,29,3,Life Sciences,1,2,3,2,Married,1,Y,No,4,80,1,10,3,2,9,8,7,2006,8
837,BU4,Male,2,Senior Associate,Research & Development,38,2014,,No,2018,6288,45,471,4284,15,3,Travel_Frequently,12,3,Life Sciences,1,1,2,1,Divorced,2,Y,No,3,80,1,13,3,2,4,3,1,2004,2
838,BU4,Female,1,Data Scientist,Research & Development,34,2013,,No,2018,2553,100,702,8306,16,3,Travel_Frequently,16,4,Life Sciences,1,3,2,4,Single,1,Y,No,3,80,0,6,3,3,5,2,1,2003,3
840,BU4,Female,3,Sales Executive,Sales,49,2009,2016,Yes,2012,7654,43,1184,5860,18,3,Travel_Rarely,11,3,Marketing,1,3,3,4,Married,1,Y,No,1,80,2,9,3,4,9,8,7,2001,7
842,BU4,Male,2,Sales Executive,Sales,55,2009,2015,Yes,2012,5160,37,436,21519,16,3,Travel_Rarely,2,1,Medical,1,3,3,4,Single,4,Y,No,3,80,0,12,3,2,9,7,7,2003,3
843,BU4,Male,4,Director,Research & Development,43,2014,,No,2018,17159,94,589,5200,24,4,Travel_Rarely,14,2,Life Sciences,1,2,3,1,Married,6,Y,No,3,80,1,22,3,3,4,1,1,1995,0
844,BU4,Male,3,Director,Research & Development,27,2009,,No,,12808,42,269,8842,16,3,Travel_Rarely,5,1,Technical Degree,1,3,2,4,Divorced,1,Y,Yes,2,80,1,9,3,3,9,8,0,,8
845,BU4,Male,3,Associate Director,Research & Development,35,2010,,No,2018,10221,59,950,18869,21,4,Travel_Rarely,7,3,Other,1,3,3,3,Single,3,Y,No,2,80,0,17,3,4,8,5,1,1998,6
846,BU4,Female,2,Sales Executive,Sales,28,2010,,No,2012,4779,81,760,3698,20,4,Travel_Rarely,2,4,Marketing,1,2,3,2,Married,1,Y,Yes,1,80,0,8,2,3,8,7,7,1999,5
847,BU4,Male,1,Human Resources,Human Resources,34,2015,,No,,3737,88,829,2243,19,3,Travel_Rarely,3,2,Human Resources,1,3,3,4,Married,0,Y,No,3,80,1,4,1,1,3,2,0,,2
848,BU4,Female,1,Data Scientist,Research & Development,26,2010,2018,Yes,2018,2366,88,887,20898,14,3,Travel_Frequently,5,2,Medical,1,3,2,3,Married,1,Y,Yes,1,80,1,8,2,3,8,7,1,2005,7
850,BU4,Male,1,Data Scientist,Research & Development,27,2018,,No,,1706,50,443,16571,11,3,Non-Travel,3,3,Medical,1,4,3,4,Married,1,Y,No,3,80,3,0,6,2,0,0,0,,0
851,BU4,Female,4,Manager,Sales,51,1998,,No,2015,16307,66,1318,5594,14,3,Travel_Rarely,26,4,Marketing,1,1,3,3,Married,2,Y,No,3,80,1,29,2,2,20,6,4,2005,17
852,BU4,Male,2,Senior Associate,Research & Development,44,2013,,No,2017,5933,50,625,5197,12,3,Travel_Rarely,4,3,Medical,1,4,3,2,Single,9,Y,No,4,80,0,10,2,2,5,2,2,2007,3
854,BU4,Male,1,Data Scientist,Research & Development,25,2014,,No,,3424,65,180,21632,13,3,Travel_Rarely,2,1,Medical,1,1,4,1,Single,7,Y,No,3,80,0,6,3,2,4,3,0,,1
855,BU4,Male,2,Sales Executive,Sales,33,2009,,No,,4037,48,586,21816,22,4,Travel_Rarely,1,3,Medical,1,1,4,1,Divorced,1,Y,No,1,80,1,9,5,3,9,8,0,,8
856,BU4,Female,1,Data Scientist,Research & Development,35,2012,,No,2018,2559,53,1343,17852,11,3,Travel_Rarely,27,1,Medical,1,3,2,1,Single,1,Y,No,4,80,0,6,3,2,6,5,1,2008,1
857,BU4,Male,2,Sales Executive,Sales,36,2000,,No,2015,6201,56,928,2823,14,3,Travel_Rarely,1,2,Life Sciences,1,2,3,4,Married,1,Y,Yes,4,80,1,18,1,2,18,14,4,2005,11
859,BU4,Male,2,Sales Executive,Sales,32,2013,,No,,4403,73,117,9250,11,3,Travel_Rarely,13,4,Life Sciences,1,2,3,4,Divorced,2,Y,No,3,80,1,8,3,2,5,2,0,,3
861,BU4,Male,1,Data Scientist,Research & Development,30,2013,,No,,3761,75,1012,2373,12,3,Travel_Frequently,5,4,Life Sciences,1,2,2,4,Divorced,9,Y,No,2,80,1,10,3,2,5,4,0,,3
862,BU4,Female,3,Sales Executive,Sales,53,2013,,No,,10934,78,661,20715,18,3,Travel_Rarely,7,2,Marketing,1,1,2,4,Married,7,Y,Yes,4,80,1,35,3,3,5,2,0,,4
864,BU4,Male,3,Sales Executive,Sales,45,2013,,No,,10761,74,930,19239,12,3,Travel_Rarely,9,3,Marketing,1,4,3,1,Divorced,4,Y,Yes,3,80,1,18,2,3,5,4,0,,2
865,BU4,Female,2,Data Scientist,Research & Development,32,2013,,No,2018,5175,91,638,22162,12,3,Travel_Rarely,8,2,Medical,1,3,4,3,Married,5,Y,No,3,80,1,9,3,2,5,3,1,2007,3
867,BU4,Female,4,Associate Director,Research & Development,52,2009,,No,,13826,81,890,19028,22,4,Travel_Frequently,25,4,Medical,1,3,2,4,Married,3,Y,No,3,80,0,31,3,3,9,8,0,,0
868,BU4,Male,2,Sales Executive,Sales,37,2017,,No,,6334,66,342,24558,19,3,Travel_Rarely,16,4,Marketing,1,4,2,3,Divorced,4,Y,No,4,80,2,9,2,3,1,0,0,,0
869,BU4,Male,1,Human Resources,Human Resources,28,2013,,No,,4936,63,1169,23965,13,3,Travel_Rarely,8,2,Medical,1,2,2,4,Divorced,1,Y,No,4,80,1,6,6,3,5,1,0,,4
872,BU4,Male,2,Associate Director,Research & Development,22,2016,,No,2017,4775,33,1230,19146,22,4,Travel_Rarely,1,2,Life Sciences,1,4,2,4,Married,6,Y,No,1,80,2,4,2,1,2,2,2,1997,2
874,BU4,Male,1,Associate,Research & Development,44,2015,,No,,2818,62,986,5044,24,4,Travel_Rarely,8,4,Life Sciences,1,1,4,4,Married,2,Y,Yes,3,80,1,10,2,2,3,2,0,,2
875,BU4,Male,1,Data Scientist,Research & Development,42,2016,,No,2017,2515,35,1271,9068,14,3,Travel_Frequently,2,1,Medical,1,2,3,4,Single,5,Y,Yes,4,80,0,8,2,3,2,1,2,2005,2
878,BU4,Male,1,Human Resources,Human Resources,36,2013,,No,,2342,77,1278,8635,21,4,Travel_Rarely,8,3,Life Sciences,1,1,2,1,Married,0,Y,No,3,80,0,6,3,3,5,4,0,,3
879,BU4,Male,2,Sales Executive,Sales,25,2013,,No,,4194,98,141,14363,18,3,Travel_Rarely,3,1,Other,1,3,3,1,Married,1,Y,Yes,4,80,0,5,3,3,5,3,0,,3
880,BU4,Female,3,Associate Director,Research & Development,35,2001,,No,2014,10685,66,607,23457,20,4,Travel_Rarely,9,3,Life Sciences,1,4,2,3,Married,1,Y,Yes,2,80,1,17,2,3,17,14,5,1999,15
881,BU4,Female,1,Data Scientist,Research & Development,35,2008,2017,Yes,2012,2022,96,130,16612,19,3,Travel_Frequently,25,4,Life Sciences,1,4,3,2,Divorced,1,Y,Yes,1,80,1,10,3,2,10,2,7,2000,8
882,BU4,Male,1,Associate,Research & Development,32,2015,,No,,2314,61,300,9148,12,3,Non-Travel,1,3,Life Sciences,1,4,3,4,Divorced,0,Y,No,2,80,1,4,2,3,3,0,0,,2
885,BU4,Male,2,Sales Executive,Sales,25,2013,,No,,4256,87,583,18154,12,3,Travel_Rarely,4,1,Marketing,1,3,2,1,Married,1,Y,No,1,80,0,5,1,4,5,2,0,,3
887,BU4,Female,1,Data Scientist,Research & Development,49,2014,,No,,3580,36,1418,10554,16,3,Travel_Rarely,1,3,Technical Degree,1,3,3,1,Married,2,Y,No,2,80,1,7,2,3,4,2,0,,2
888,BU4,Male,1,Associate,Research & Development,24,2013,,No,2016,3162,46,1269,10778,17,3,Non-Travel,4,1,Life Sciences,1,1,2,4,Married,0,Y,No,4,80,0,6,2,2,5,2,3,2002,4
889,BU4,Male,2,Sales Executive,Sales,32,2008,,No,2014,6524,48,379,8891,14,3,Travel_Frequently,5,2,Life Sciences,1,2,3,2,Married,1,Y,No,4,80,1,10,3,3,10,8,5,2005,3
893,BU4,Male,1,Sales Representative,Sales,38,2016,,No,2018,2899,98,395,12102,19,3,Travel_Rarely,9,3,Marketing,1,2,2,2,Married,0,Y,No,4,80,1,3,3,3,2,2,1,2000,2
894,BU4,Female,2,Associate,Research & Development,42,2013,,No,2018,5231,95,1265,23726,13,3,Travel_Rarely,3,3,Life Sciences,1,3,4,4,Married,2,Y,Yes,2,80,1,17,1,2,5,3,1,2006,3
895,BU4,Male,1,Data Scientist,Research & Development,31,2012,,No,,2356,48,1222,14871,19,3,Travel_Rarely,11,4,Life Sciences,1,4,3,4,Married,3,Y,Yes,2,80,1,8,2,3,6,4,0,,2
896,BU4,Female,1,Sales Representative,Sales,29,2015,2016,Yes,,2800,48,341,23522,19,3,Travel_Rarely,1,3,Medical,1,2,2,3,Divorced,6,Y,Yes,3,80,3,5,3,3,3,2,0,,2
897,BU4,Male,4,Sales Executive,Sales,53,2016,,No,2017,11836,73,868,22789,14,3,Travel_Rarely,8,3,Marketing,1,1,3,4,Married,5,Y,No,3,80,1,28,3,3,2,0,2,2005,2
899,BU4,Male,3,Associate Director,Research & Development,35,2005,,No,2015,10903,78,672,9129,16,3,Travel_Rarely,25,3,Technical Degree,1,4,2,2,Married,3,Y,No,1,80,0,16,2,3,13,10,4,2003,8
900,BU4,Female,1,Sales Representative,Sales,37,2013,,No,,2973,54,1231,21222,15,3,Travel_Frequently,21,2,Medical,1,3,3,4,Married,5,Y,No,2,80,1,10,3,3,5,4,0,,0
901,BU4,Female,4,Director,Research & Development,53,2006,,No,2016,14275,72,102,20206,18,3,Travel_Rarely,23,4,Life Sciences,1,4,3,4,Single,6,Y,No,3,80,0,33,0,3,12,9,3,2001,8
902,BU4,Female,2,Senior Associate,Research & Development,43,2013,,No,2017,5562,33,422,21782,13,3,Travel_Frequently,1,3,Life Sciences,1,4,3,4,Married,4,Y,No,2,80,1,12,2,2,5,2,2,2006,2
903,BU4,Female,2,Sales Executive,Sales,47,2011,,No,2012,4537,35,249,17783,22,4,Travel_Rarely,2,2,Marketing,1,3,3,4,Married,0,Y,Yes,1,80,1,8,2,3,7,6,7,1997,7
904,BU4,Male,3,Sales Executive,Sales,37,2008,,No,,7642,32,1252,4814,13,3,Non-Travel,19,2,Medical,1,1,3,2,Single,1,Y,Yes,4,80,0,10,2,3,10,0,0,,9
